0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.08859e-34,4.0859e-34,2.72823e-34,1.81238e-34,1.19771e-34,7.87292e-35,5.14703e-35,3.34629e-35,2.16324e-35,1.39036e-35,8.88338e-36,5.64159e-36,3.56073e-36,2.23322e-36,1.39161e-36,8.61462e-37,5.2969e-37,3.2345e-37,1.96121e-37,1.1806e-37,7.05453e-38,4.18357e-38,2.46184e-38,1.43724e-38,8.3228e-39,4.77966e-39,2.72159e-39,1.53623e-39,8.59416e-40,4.76395e-40,2.61606e-40,1.42279e-40,7.66216e-41,4.08464e-41,2.15492e-41,1.12482e-41,5.80698e-42,2.96375e-42,1.49378e-42,7.42688e-43,3.64338e-43,1.75162e-43,8.12753e-44,3.64338e-44,1.54143e-44,5.60519e-45,1.4013e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.31258e-31,3.60861e-31,2.43912e-31,1.64037e-31,1.09754e-31,7.30501e-32,4.83611e-32,3.18417e-32,2.08484e-32,1.35728e-32,8.78488e-33,5.65216e-33,3.61451e-33,2.29711e-33,1.45061e-33,9.10111e-34,5.67215e-34,3.51112e-34,2.15833e-34,1.31734e-34,7.98193e-35,4.80039e-35,2.86501e-35,1.69659e-35,9.96656e-36,5.80694e-36,3.35502e-36,1.92176e-36,1.0911e-36,6.13892e-37,3.42204e-37,1.88947e-37,1.03312e-37,5.59244e-38,2.99628e-38,1.58845e-38,8.33016e-39,4.32009e-39,2.21493e-39,1.12233e-39,5.61866e-40,2.7781e-40,1.35618e-40,6.53397e-41,3.1057e-41,1.45581e-41,6.72763e-42,3.06324e-42,1.37327e-42,6.05361e-43,2.62043e-43,1.10703e-43,4.48416e-44,1.68156e-44,5.60519e-45,1.4013e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.56189e-28,1.07401e-28,7.34967e-29,5.00471e-29,3.39077e-29,2.2855e-29,1.53242e-29,1.02197e-29,6.77825e-30,4.47052e-30,2.93163e-30,1.91124e-30,1.23857e-30,7.97749e-31,5.10612e-31,3.24739e-31,2.05179e-31,1.28771e-31,8.02651e-32,4.96804e-32,3.05296e-32,1.86236e-32,1.12754e-32,6.77403e-33,4.03766e-33,2.38723e-33,1.39975e-33,8.13792e-34,4.69014e-34,2.679e-34,1.51626e-34,8.50127e-35,4.72063e-35,2.59543e-35,1.41253e-35,7.60763e-36,4.05358e-36,2.13619e-36,1.11307e-36,5.73252e-37,2.91724e-37,1.46641e-37,7.27848e-38,3.56592e-38,1.72379e-38,8.21879e-39,3.86336e-39,1.78967e-39,8.16656e-40,3.66916e-40,1.62237e-40,7.05624e-41,3.01742e-41,1.26803e-41,5.23525e-42,2.12297e-42,8.44983e-43,3.29305e-43,1.24716e-43,4.62428e-44,1.68156e-44,5.60519e-45,1.4013e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.28085e-26,1.58795e-26,1.10031e-26,7.58724e-27,5.20598e-27,3.55405e-27,2.41379e-27,1.63073e-27,1.09578e-27,7.32268e-28,4.86597e-28,3.2149e-28,2.11157e-28,1.37857e-28,8.94496e-29,5.76753e-29,3.69489e-29,2.35152e-29,1.48649e-29,9.33194e-30,5.81713e-30,3.59995e-30,2.21137e-30,1.3481e-30,8.1545e-31,4.89332e-31,2.91242e-31,1.71893e-31,1.00583e-31,5.83382e-32,3.35312e-32,1.90944e-32,1.07701e-32,6.01564e-33,3.3264e-33,1.82046e-33,9.85776e-34,5.28008e-34,2.79664e-34,1.4643e-34,7.57665e-35,3.87288e-35,1.95501e-35,9.7423e-36,4.79081e-36,2.32392e-36,1.11152e-36,5.23986e-37,2.4335e-37,1.1129e-37,5.00935e-38,2.21817e-38,9.65763e-39,4.13212e-39,1.73642e-39,7.16247e-40,2.89818e-40,1.14965e-40,4.46776e-41,1.69978e-41,6.32686e-42,2.30233e-42,8.18358e-43,2.84464e-43,9.66896e-44,3.08286e-44,8.40779e-45,1.4013e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.97244e-24,1.39049e-24,9.75687e-25,6.81375e-25,4.73533e-25,3.27461e-25,2.25302e-25,1.54213e-25,1.04997e-25,7.11019e-26,4.78831e-26,3.20646e-26,2.13479e-26,1.41291e-26,9.29493e-27,6.07695e-27,3.94795e-27,2.54824e-27,1.63389e-27,1.04052e-27,6.58043e-28,4.13198e-28,2.57565e-28,1.59354e-28,9.78371e-29,5.95973e-29,3.60117e-29,2.15808e-29,1.28234e-29,7.55367e-30,4.40992e-30,2.55105e-30,1.4619e-30,8.29689e-31,4.66229e-31,2.5933e-31,1.42742e-31,7.77265e-32,4.18578e-32,2.22862e-32,1.17275e-32,6.09734e-33,3.13103e-33,1.58741e-33,7.94292e-34,3.92095e-34,1.90873e-34,9.15912e-35,4.33042e-35,2.01638e-35,9.2421e-36,4.16783e-36,1.84827e-36,8.05561e-37,3.44877e-37,1.44946e-37,5.97663e-38,2.4162e-38,9.57067e-39,3.71174e-39,1.40837e-39,5.22419e-40,1.89293e-40,6.69414e-41,2.30836e-41,7.75338e-42,2.53355e-42,8.04345e-43,2.4803e-43,7.42688e-44,2.10195e-44,5.60519e-45,1.4013e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11938e-22,7.99102e-23,5.67864e-23,4.01663e-23,2.82755e-23,1.98082e-23,1.38076e-23,9.57607e-24,6.60693e-24,4.53424e-24,3.09494e-24,2.10081e-24,1.41793e-24,9.51477e-25,6.34687e-25,4.20802e-25,2.77262e-25,1.81524e-25,1.1807e-25,7.62858e-26,4.8952e-26,3.11924e-26,1.97335e-26,1.23924e-26,7.72372e-27,4.77674e-27,2.93078e-27,1.78359e-27,1.0764e-27,6.44058e-28,3.81987e-28,2.24514e-28,1.30738e-28,7.54083e-29,4.30703e-29,2.43534e-29,1.36285e-29,7.54587e-30,4.13255e-30,2.23788e-30,1.19791e-30,6.33624e-31,3.31063e-31,1.70806e-31,8.69844e-32,4.37076e-32,2.16607e-32,1.05829e-32,5.09515e-33,2.4162e-33,1.12804e-33,5.18214e-34,2.34135e-34,1.03982e-34,4.53664e-35,1.9433e-35,8.16784e-36,3.3663e-36,1.3595e-36,5.3763e-37,2.08036e-37,7.87053e-38,2.90887e-38,1.04936e-38,3.69158e-39,1.26523e-39,4.22046e-40,1.36875e-40,4.31081e-41,1.3168e-41,3.89701e-42,1.11683e-42,3.09687e-43,8.26766e-44,2.10195e-44,5.60519e-45,1.4013e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.46275e-21,3.22633e-21,2.32206e-21,1.66363e-21,1.18635e-21,8.41977e-22,5.94665e-22,4.17909e-22,2.922e-22,2.03244e-22,1.40619e-22,9.6762e-23,6.62134e-23,4.50516e-23,3.04748e-23,2.04917e-23,1.36949e-23,9.09538e-24,6.00201e-24,3.93477e-24,2.56223e-24,1.65699e-24,1.06402e-24,6.7832e-25,4.29229e-25,2.69545e-25,1.67949e-25,1.0381e-25,6.36386e-26,3.8684e-26,2.33116e-26,1.39233e-26,8.24011e-27,4.83102e-27,2.80508e-27,1.61263e-27,9.17671e-28,5.16743e-28,2.87851e-28,1.58574e-28,8.63619e-29,4.64832e-29,2.47172e-29,1.298e-29,6.72916e-30,3.44257e-30,1.73726e-30,8.64412e-31,4.23896e-31,2.04777e-31,9.74036e-32,4.55958e-32,2.09944e-32,9.50325e-33,4.22654e-33,1.8458e-33,7.91039e-34,3.32464e-34,1.36939e-34,5.52379e-35,2.18047e-35,8.41632e-36,3.17393e-36,1.16842e-36,4.19501e-37,1.4675e-37,4.99684e-38,1.65432e-38,5.31936e-39,1.65917e-39,5.01373e-40,1.46583e-40,4.14028e-41,1.12805e-41,2.95954e-42,7.45491e-43,1.79366e-43,4.06377e-44,8.40779e-45,1.4013e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.31252e-19,9.6095e-20,7.00484e-20,5.08344e-20,3.67228e-20,2.64052e-20,1.88961e-20,1.34568e-20,9.5355e-21,6.72254e-21,4.71475e-21,3.28903e-21,2.28194e-21,1.5744e-21,1.08005e-21,7.36592e-22,4.99351e-22,3.36447e-22,2.25266e-22,1.49855e-22,9.90329e-23,6.50047e-23,4.23734e-23,2.74251e-23,1.7621e-23,1.12372e-23,7.11122e-24,4.46481e-24,2.78062e-24,1.71738e-24,1.05168e-24,6.38387e-25,3.84033e-25,2.2889e-25,1.35128e-25,7.89971e-26,4.57192e-26,2.61869e-26,1.48401e-26,8.31807e-27,4.60998e-27,2.52534e-27,1.36689e-27,7.30775e-28,3.85749e-28,2.00968e-28,1.03293e-28,5.23543e-29,2.61565e-29,1.28751e-29,6.24105e-30,2.97771e-30,1.39764e-30,6.45002e-31,2.92503e-31,1.3027e-31,5.69418e-32,2.44123e-32,1.02584e-32,4.22212e-33,1.70074e-33,6.69977e-34,2.5789e-34,9.69137e-35,3.55233e-35,1.26882e-35,4.41167e-36,1.4916e-36,4.89844e-37,1.5606e-37,4.81724e-38,1.43875e-38,4.15165e-39,1.15566e-39,3.0981e-40,7.98446e-41,1.97457e-41,4.67753e-42,1.06078e-42,2.31214e-43,4.90454e-44,9.80909e-45,1.4013e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.95517e-18,2.19109e-18,1.61766e-18,1.1891e-18,8.70196e-19,6.33923e-19,4.59656e-19,3.31712e-19,2.38217e-19,1.70223e-19,1.21018e-19,8.55887e-20,6.0209e-20,4.21241e-20,2.93067e-20,2.02728e-20,1.39414e-20,9.52988e-21,6.47423e-21,4.37062e-21,2.93146e-21,1.95316e-21,1.2925e-21,8.49355e-22,5.54156e-22,3.58903e-22,2.30697e-22,1.47142e-22,9.31053e-23,5.8433e-23,3.63657e-23,2.24375e-23,1.37215e-23,8.31508e-24,4.99178e-24,2.96792e-24,1.74718e-24,1.01808e-24,5.87033e-25,3.34841e-25,1.88873e-25,1.05321e-25,5.80384e-26,3.1595e-26,1.69848e-26,9.01294e-27,4.71914e-27,2.43704e-27,1.24072e-27,6.22436e-28,3.0755e-28,1.49596e-28,7.15941e-29,3.36938e-29,1.55844e-29,7.08008e-30,3.15734e-30,1.38119e-30,5.92298e-31,2.48809e-31,1.02307e-31,4.11446e-32,1.61707e-32,6.20543e-33,2.32297e-33,8.47466e-34,3.00998e-34,1.03967e-34,3.4884e-35,1.1356e-35,3.58205e-36,1.09333e-36,3.22444e-37,9.174e-38,2.51385e-38,6.6224e-39,1.67397e-39,4.05159e-40,9.36824e-41,2.06425e-41,4.32301e-42,8.58996e-43,1.62551e-43,2.94273e-44,4.2039e-45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
